Pressure(hPa),O3PartialPressure(mPa),Temperature(C),GPHeight(m)
21.68,13.423,-52.2,25824
21.66,13.429,-52.1,25824
21.64,13.385,-52.1,25832
21.63,13.358,-52.1,25836
21.61,13.324,-52,25844
21.59,13.284,-51.9,25849
21.57,13.219,-51.9,25854
21.56,13.205,-51.8,25861
21.54,13.205,-51.7,25867
21.52,13.205,-51.7,25868
21.5,13.179,-51.7,25870
21.48,13.136,-51.7,25883
21.47,13.123,-51.7,25888
21.45,13.123,-51.7,25892
21.43,13.123,-51.7,25897
21.41,13.121,-51.7,25901
21.39,13.082,-51.7,25908
21.37,13.062,-51.8,25916
21.35,13.048,-51.8,25921
21.33,13.002,-51.8,25925
21.31,12.973,-51.8,25933
21.3,12.938,-51.8,25939
21.28,12.918,-51.8,25944
21.26,12.946,-51.9,25951
21.24,12.968,-51.9,25955
21.22,12.969,-51.9,25959
21.21,12.939,-52,25966
21.19,12.915,-52,25973
21.17,12.915,-52,25977
21.15,12.911,-52,25979
21.14,12.904,-52,25985
21.12,12.899,-51.9,25991
21.1,12.891,-51.9,25995
21.08,12.868,-51.9,26002
21.07,12.846,-51.9,26011
21.05,12.864,-51.9,26015
21.03,12.888,-51.9,26022
21.01,12.891,-51.9,26024
21,12.89,-52,26026
20.98,12.876,-52,26034
20.96,12.884,-52,26038
20.94,12.899,-52,26048
20.93,12.91,-52.1,26052
20.91,12.923,-52.1,26060
20.89,12.923,-52.1,26064
20.88,12.924,-52.1,26065
20.86,12.93,-52.2,26071
20.84,12.943,-52.2,26076
20.83,12.952,-52.2,26085
20.81,12.957,-52.2,26088
20.79,12.961,-52.2,26091
20.78,12.961,-52.2,26099
20.76,12.961,-52.1,26105
20.74,12.968,-52.1,26107
20.72,12.99,-52.1,26114
20.71,12.986,-52,26117
20.69,12.968,-51.9,26126
20.67,12.96,-51.9,26131
20.65,12.95,-51.9,26133
20.63,12.933,-51.9,26141
20.61,12.932,-51.9,26149
20.6,12.92,-51.9,26157
20.58,12.909,-51.9,26165
20.56,12.887,-51.9,26164
20.55,12.82,-51.9,26169
20.53,12.804,-51.9,26176
20.51,12.794,-51.9,26183
20.5,12.778,-51.9,26181
20.48,12.754,-51.9,26188
20.47,12.739,-51.9,26197
20.45,12.724,-51.9,26198
20.43,12.658,-51.9,26207
20.41,12.638,-51.9,26214
20.39,12.629,-51.9,26218
20.37,12.452,-51.9,26226
20.36,12.366,-52,26233
20.34,12.315,-52,26235
20.32,12.304,-52,26241
20.31,12.273,-52.1,26247
20.29,12.264,-52.1,26248
20.27,12.189,-52.1,26256
20.26,12.165,-52.1,26262
20.24,12.164,-52.1,26269
20.22,12.164,-52.1,26273
20.21,12.161,-52.1,26275
20.19,12.147,-52.1,26282
20.17,12.146,-52.1,26289
20.15,12.146,-52.1,26295
20.13,12.146,-52.1,26302
20.12,12.146,-52.1,26309
20.1,12.146,-52.1,26311
20.08,12.146,-52.1,26318
20.06,12.144,-52.1,26327
20.05,12.14,-52.1,26326
20.03,12.102,-52,26333
20.01,12.093,-52,26342
20,11.94,-52,26346
19.98,11.903,-52,26351
19.96,11.903,-51.9,26357
19.94,11.904,-51.9,26363
19.93,11.904,-51.9,26369
19.91,11.905,-52,26375
19.89,11.905,-52,26381
19.87,11.905,-52,26382
19.85,11.886,-52,26390
19.83,11.846,-52,26401
19.81,11.832,-52,26400
19.79,11.827,-52,26412
19.77,11.826,-52.1,26421
19.75,11.77,-52.1,26428
19.73,11.733,-52.1,26433
19.71,11.733,-52.2,26442
19.69,11.748,-52.2,26446
19.67,11.759,-52.2,26449
19.66,11.759,-52.3,26453
19.64,11.759,-52.3,26460
19.62,11.76,-52.3,26470
19.6,11.76,-52.4,26475
19.59,11.76,-52.4,26481
19.57,11.761,-52.4,26487
19.55,11.743,-52.4,26489
19.54,11.721,-52.4,26496
19.52,11.721,-52.4,26502
19.51,11.721,-52.4,26503
19.5,11.722,-52.4,26507
19.48,11.722,-52.4,26515
19.47,11.705,-52.4,26520
19.45,11.67,-52.4,26521
19.43,11.661,-52.4,26528
19.41,11.657,-52.3,26538
19.4,11.637,-52.3,26545
19.38,11.593,-52.3,26549
19.36,11.575,-52.3,26553
19.35,11.561,-52.3,26559
19.33,11.56,-52.3,26566
19.31,11.561,-52.3,26569
19.3,11.559,-52.3,26576
19.28,11.547,-52.4,26580
19.26,11.534,-52.4,26586
19.24,11.534,-52.4,26592
19.23,11.539,-52.5,26597
19.21,11.557,-52.5,26608
19.19,11.558,-52.6,26614
19.17,11.558,-52.6,26619
19.15,11.559,-52.7,26624
19.13,11.559,-52.7,26635
19.11,11.559,-52.8,26640
19.09,11.56,-52.8,26640
19.07,11.56,-52.8,26652
19.05,11.561,-52.8,26660
19.04,11.555,-52.9,26665
19.02,11.526,-52.9,26669
19,11.53,-52.9,26677
18.98,11.557,-53,26677
18.96,11.582,-53,26689
18.95,11.582,-53,26700
18.93,11.579,-53,26699
18.91,11.523,-53.1,26702
18.89,11.447,-53.1,26714
18.88,11.444,-53.1,26718
18.86,11.382,-53.1,26722
18.84,11.377,-53.1,26728
18.82,11.378,-53.2,26734
18.81,11.367,-53.2,26744
18.79,11.367,-53.2,26750
18.77,11.367,-53.2,26755
18.75,11.378,-53.3,26759
18.74,11.38,-53.3,26764
18.72,11.38,-53.3,26773
18.7,11.332,-53.3,26779
18.68,11.327,-53.4,26783
18.67,11.451,-53.4,26789
18.65,11.464,-53.4,26796
18.63,11.34,-53.4,26804
18.61,11.315,-53.4,26808
18.59,11.313,-53.3,26812
18.58,11.326,-53.3,26824
18.56,11.328,-53.2,26827
18.54,11.317,-53.1,26834
18.52,11.306,-53.1,26842
18.5,11.302,-53,26849
18.49,11.263,-53,26854
18.47,11.239,-52.9,26860
18.45,11.201,-52.9,26863
18.44,11.158,-52.9,26872
18.42,11.138,-52.9,26874
18.41,11.114,-52.9,26879
18.39,11.097,-52.9,26886
18.38,11.092,-52.9,26891
18.36,11.092,-52.9,26900
18.35,11.085,-53,26902
18.33,11.075,-53,26906
18.32,11.072,-53,26909
18.3,11.072,-53.1,26915
18.29,11.079,-53.1,26919
18.27,11.09,-53.2,26927
18.25,11.142,-53.2,26933
18.24,11.176,-53.2,26944
18.22,11.201,-53.3,26947
18.2,11.239,-53.3,26954
18.18,11.285,-53.3,26957
18.17,11.307,-53.3,26964
18.15,11.308,-53.3,26973
18.14,11.319,-53.3,26976
18.12,11.335,-53.4,26981
18.1,11.368,-53.4,26989
18.09,11.396,-53.4,26993
18.07,11.375,-53.4,26994
18.06,11.352,-53.4,27000
18.04,11.352,-53.4,27008
18.02,11.352,-53.4,27017
18.01,11.353,-53.3,27024
17.99,11.321,-53.3,27027
17.97,11.276,-53.3,27035
17.95,11.276,-53.2,27040
17.94,11.277,-53.1,27048
17.92,11.277,-53,27050
17.9,11.277,-52.9,27057
17.89,11.273,-52.8,27066
17.87,11.266,-52.7,27072
17.86,11.273,-52.6,27076
17.84,11.297,-52.6,27081
17.83,11.318,-52.5,27082
17.81,11.322,-52.4,27089
17.8,11.321,-52.4,27100
17.78,11.319,-52.4,27103
17.77,11.327,-52.3,27105
17.75,11.361,-52.3,27116
17.73,11.456,-52.3,27122
17.72,11.457,-52.3,27123
17.7,11.472,-52.3,27135
17.68,11.527,-52.3,27142
17.66,11.527,-52.3,27144
17.65,11.527,-52.3,27152
17.63,11.528,-52.3,27159
17.61,11.528,-52.3,27166
17.6,11.523,-52.3,27173
17.59,11.486,-52.3,27178
17.57,11.453,-52.3,27176
17.56,11.453,-52.3,27180
17.54,11.446,-52.3,27189
17.53,11.404,-52.3,27194
17.51,11.364,-52.3,27203
17.5,11.367,-52.3,27205
17.48,11.414,-52.3,27214
17.47,11.455,-52.3,27215
17.45,11.45,-52.3,27223
17.44,11.373,-52.3,27228
17.42,11.373,-52.3,27237
17.4,11.399,-52.3,27240
17.39,11.399,-52.2,27247
17.37,11.4,-52.2,27252
17.35,11.4,-52.2,27262
17.34,11.386,-52.1,27272
17.32,11.376,-52.1,27268
17.31,11.375,-52.1,27277
17.29,11.353,-52,27282
17.28,11.329,-52,27288
17.26,11.305,-52,27298
17.25,11.298,-52,27302
17.23,11.293,-51.9,27305
17.21,11.288,-51.9,27304
17.2,11.288,-51.9,27319
17.18,11.288,-51.9,27327
17.16,11.289,-51.9,27331
17.15,11.27,-51.9,27341
17.13,11.249,-51.9,27347
17.12,11.245,-51.9,27356
17.1,11.227,-51.9,27357
17.09,11.221,-51.9,27356
17.08,11.218,-51.9,27357
17.06,11.218,-51.9,27369
17.05,11.219,-51.9,27375
17.03,11.182,-51.9,27382
17.02,11.156,-51.9,27388
17,11.137,-51.9,27393
16.99,11.118,-51.8,27394
16.97,11.113,-51.8,27406
16.96,11.113,-51.8,27409
16.94,11.107,-51.7,27415
16.92,11.102,-51.7,27423
16.91,11.083,-51.6,27428
16.89,11.049,-51.6,27435
16.88,10.99,-51.5,27442
16.86,10.985,-51.5,27449
16.84,10.994,-51.4,27451
16.83,10.987,-51.4,27461
16.81,10.932,-51.4,27467
16.8,10.89,-51.3,27469
16.78,10.871,-51.3,27476
16.77,10.852,-51.3,27483
16.75,10.843,-51.2,27486
16.74,10.836,-51.2,27493
16.72,10.787,-51.2,27503
16.71,10.738,-51.2,27508
16.69,10.739,-51.2,27512
16.68,10.783,-51.1,27517
16.67,10.834,-51.1,27523
16.65,10.774,-51.1,27527
16.64,10.694,-51.1,27531
16.63,10.66,-51,27535
16.61,10.644,-51,27541
16.6,10.643,-51,27547
16.59,10.64,-50.9,27556
16.57,10.633,-50.9,27560
16.56,10.618,-50.9,27567
16.54,10.605,-50.9,27568
16.53,10.598,-50.9,27577
16.52,10.616,-50.9,27582
16.5,10.621,-50.9,27583
16.49,10.619,-50.9,27589
16.48,10.609,-51,27596
16.46,10.595,-51,27604
16.45,10.584,-51,27610
16.43,10.568,-51.1,27615
16.42,10.565,-51.1,27617
16.41,10.552,-51.1,27624
16.39,10.547,-51.1,27627
16.38,10.542,-51.1,27635
16.36,10.533,-51.1,27642
16.35,10.535,-51,27650
16.33,10.546,-51,27657
16.32,10.546,-51,27656
16.31,10.531,-51,27663
16.29,10.508,-51,27670
16.28,10.453,-51,27675
16.26,10.463,-51,27684
16.25,10.521,-51,27684
16.24,10.535,-51.1,27691
16.22,10.507,-51.1,27693
16.21,10.432,-51.1,27706
16.19,10.432,-51.2,27713
16.17,10.43,-51.2,27720
16.16,10.438,-51.2,27721
16.14,10.54,-51.3,27727
16.13,10.543,-51.3,27735
16.11,10.547,-51.3,27743
16.1,10.551,-51.3,27751
16.08,10.555,-51.3,27752
16.07,10.555,-51.3,27758
16.06,10.447,-51.2,27763
16.04,10.435,-51.2,27769
16.03,10.456,-51.2,27778
16.01,10.458,-51.2,27784
16,10.537,-51.2,27790
15.98,10.526,-51.1,27795
15.97,10.504,-51.1,27801
15.96,10.483,-51.1,27806
15.94,10.462,-51.1,27807
15.93,10.439,-51.1,27810
15.91,10.352,-51.1,27820
15.9,10.396,-51.1,27835
15.88,10.405,-51,27837
15.87,10.406,-51,27842
15.85,10.406,-51,27847
15.84,10.406,-51,27852
15.82,10.407,-50.9,27857
15.81,10.407,-50.9,27854
15.79,10.355,-50.8,27877
15.78,10.324,-50.7,27883
15.76,10.32,-50.7,27891
15.74,10.32,-50.5,27891
15.73,10.337,-50.4,27898
15.72,10.35,-50.3,27908
15.7,10.359,-50.2,27911
15.69,10.361,-50.1,27914
15.68,10.356,-50.1,27917
15.67,10.348,-50,27923
15.66,10.33,-50,27922
15.64,10.338,-50,27932
15.63,10.346,-50,27940
15.62,10.262,-50,27946
15.6,10.243,-50,27952
15.59,10.257,-49.9,27957
15.57,10.257,-49.9,27970
15.56,10.257,-49.9,27972
15.55,10.236,-49.9,27973
15.54,10.215,-49.9,27974
15.53,10.126,-49.8,27986
15.52,10.058,-49.8,27991
15.5,10.058,-49.8,27988
15.49,10.122,-49.8,27995
15.48,10.196,-49.7,28001
15.47,10.197,-49.7,28008
15.45,10.197,-49.7,28014
15.44,10.197,-49.7,28020
15.43,10.135,-49.7,28025
15.41,10.062,-49.7,28030
15.4,10.111,-49.7,28041
15.38,10.198,-49.6,28045
15.37,10.199,-49.6,28049
15.36,10.199,-49.6,28053
15.34,10.199,-49.5,28060
15.33,10.199,-49.5,28065
15.31,10.181,-49.5,28080
15.29,10.14,-49.5,28082
15.28,10.119,-49.4,28090
15.26,10.101,-49.4,28091
15.25,10.096,-49.4,28103
15.23,10.106,-49.5,28107
15.22,10.106,-49.5,28115
15.2,10.106,-49.5,28118
15.19,10.109,-49.6,28126
15.17,10.116,-49.6,28136
15.16,10.115,-49.7,28139
15.14,10.104,-49.7,28149
15.13,10.091,-49.8,28152
15.11,10.085,-49.8,28162
15.1,10.062,-49.9,28168
15.08,10.05,-49.9,28174
15.07,10.032,-49.9,28177
15.06,9.973,-50,28185
15.04,9.903,-50,28192
15.03,9.903,-50,28196
15.02,9.922,-50.1,28198
15.01,10.022,-50.1,28203
14.99,10.015,-50.1,28212
14.98,9.97,-50.2,28219
14.96,9.97,-50.3,28223
14.95,9.97,-50.3,28234
14.93,9.971,-50.4,28237
14.91,9.971,-50.5,28246
14.9,9.969,-50.5,28255
14.88,9.967,-50.6,28264
14.87,9.956,-50.6,28273
14.86,9.814,-50.6,28271
14.84,9.802,-50.7,28276
14.83,9.779,-50.7,28280
14.82,9.77,-50.7,28287
14.81,9.771,-50.7,28293
14.79,9.723,-50.7,28303
14.78,9.714,-50.7,28307
14.77,9.659,-50.7,28311
14.76,9.643,-50.7,28315
14.74,9.633,-50.7,28319
14.73,9.622,-50.7,28327
14.72,9.593,-50.7,28335
14.71,9.564,-50.6,28339
14.69,9.553,-50.6,28339
14.68,9.501,-50.5,28348
14.67,9.481,-50.4,28356
14.65,9.469,-50.3,28364
14.64,9.456,-50.3,28368
14.63,9.44,-50.2,28371
14.62,9.432,-50.1,28377
14.6,9.428,-50.1,28383
14.59,9.417,-50,28386
14.58,9.41,-50,28390
14.56,9.41,-49.9,28402
14.55,9.41,-49.9,28408
14.53,9.403,-49.9,28414
14.52,9.392,-49.9,28418
14.5,9.381,-49.8,28432
14.49,9.357,-49.8,28441
14.47,9.347,-49.8,28441
14.46,9.347,-49.8,28445
14.44,9.333,-49.8,28454
14.43,9.313,-49.8,28458
14.42,9.297,-49.8,28472
14.4,9.269,-49.7,28478
14.39,9.243,-49.7,28479
14.37,9.232,-49.6,28483
14.36,9.222,-49.6,28493
14.35,9.213,-49.6,28503
14.33,9.203,-49.5,28504
14.32,9.195,-49.5,28512
14.31,9.168,-49.5,28520
14.29,9.145,-49.4,28522
14.28,9.137,-49.4,28525
14.27,9.13,-49.4,28537
14.25,9.126,-49.4,28544
14.24,9.123,-49.3,28554
14.22,9.123,-49.3,28562
14.21,9.115,-49.3,28557
14.2,9.076,-49.3,28560
14.19,9.035,-49.3,28571
14.17,9.029,-49.3,28580
14.16,9.033,-49.3,28584
14.14,9.081,-49.3,28597
14.13,9.154,-49.3,28608
14.11,9.11,-49.4,28600
14.1,9.03,-49.4,28611
14.09,9.031,-49.4,28619
14.07,9.036,-49.4,28629
14.06,9.044,-49.4,28634
14.05,9.041,-49.5,28634
14.03,9.025,-49.5,28641
14.02,9.009,-49.5,28649
14,9.016,-49.6,28664
13.99,9.032,-49.6,28668
13.97,9.033,-49.7,28675
13.96,9.027,-49.7,28677
13.95,8.999,-49.8,28680
13.93,8.961,-49.8,28694
13.92,8.896,-49.9,28699
13.91,8.884,-49.9,28707
13.89,8.887,-50,28707
13.88,8.894,-50,28712
13.86,8.883,-50.1,28724
13.85,8.874,-50.1,28732
13.83,8.871,-50.1,28737
13.82,8.855,-50.1,28742
13.8,8.876,-50.1,28751
13.79,8.889,-50.1,28764
13.77,8.898,-50.1,28769
13.76,8.895,-50.1,28773
13.75,8.893,-50.1,28778
13.73,8.891,-50.1,28783
13.72,8.888,-50.1,28793
13.71,8.891,-50,28795
13.69,8.934,-50,28812
13.68,8.968,-50,28812
13.67,8.968,-49.9,28812
13.66,8.969,-49.9,28819
13.65,8.972,-49.9,28825
13.63,8.976,-49.8,28835
13.62,8.977,-49.8,28844
13.61,8.956,-49.8,28839
13.6,8.934,-49.8,28848
13.58,8.934,-49.8,28854
13.57,8.973,-49.8,28858
13.56,8.978,-49.8,28872
13.54,8.978,-49.9,28880
13.53,8.978,-49.9,28885
13.51,8.979,-49.9,28891
13.5,8.979,-49.9,28898
13.49,9.008,-49.9,28907
13.47,9.013,-49.9,28915
13.46,9.03,-49.9,28918
13.45,9.033,-49.9,28917
13.44,9.033,-49.9,28926
13.43,8.912,-49.8,28934
13.41,8.847,-49.8,28939
13.4,8.812,-49.8,28945
13.39,8.783,-49.8,28946
13.38,8.773,-49.7,28964
13.37,8.772,-49.7,28963
13.35,8.772,-49.7,28965
13.34,8.772,-49.6,28972
13.33,8.776,-49.6,28978
13.32,8.778,-49.5,28985
13.31,8.778,-49.5,28993
13.29,8.779,-49.4,28998
13.28,8.782,-49.3,29002
13.27,8.783,-49.3,29014
13.26,8.783,-49.3,29018
13.25,8.771,-49.2,29021
13.23,8.747,-49.2,29029
13.22,8.737,-49.2,29030
13.21,8.735,-49.2,29037
13.2,8.73,-49.1,29044
13.19,8.722,-49.1,29051
13.17,8.714,-49.1,29055
13.16,8.71,-49.1,29067
13.15,8.71,-49.2,29072
13.14,8.7,-49.2,29076
13.12,8.685,-49.2,29078
13.11,8.678,-49.2,29093
13.1,8.677,-49.3,29098
13.09,8.678,-49.3,29104
13.08,8.698,-49.3,29102
13.06,8.72,-49.3,29108
13.05,8.717,-49.4,29114
13.04,8.694,-49.4,29124
13.03,8.664,-49.4,29132
13.02,8.664,-49.4,29141
13.01,8.664,-49.5,29149
13,8.664,-49.5,29144
12.99,8.664,-49.5,29149
12.98,8.661,-49.5,29155
12.97,8.655,-49.6,29159
12.96,8.647,-49.6,29161
12.95,8.639,-49.6,29171
12.93,8.636,-49.7,29177
12.92,8.632,-49.7,29179
12.91,8.629,-49.7,29193
12.89,8.623,-49.7,29201
12.88,8.62,-49.7,29209
12.87,8.618,-49.7,29217
12.85,8.61,-49.7,29218
12.84,8.591,-49.7,29226
12.83,8.591,-49.7,29226
12.82,8.585,-49.7,29232
12.81,8.563,-49.7,29238
12.8,8.56,-49.6,29243
12.79,8.561,-49.6,29253
12.78,8.568,-49.6,29257
12.77,8.585,-49.6,29259
12.76,8.596,-49.6,29265
12.75,8.61,-49.6,29277
12.74,8.594,-49.5,29278
12.73,8.651,-49.5,29289
12.71,8.662,-49.5,29286
12.7,8.662,-49.5,29293
12.69,8.662,-49.4,29294
12.68,8.658,-49.4,29307
12.67,8.654,-49.4,29319
12.66,8.65,-49.3,29326
12.64,8.648,-49.3,29331
12.63,8.615,-49.3,29325
12.62,8.611,-49.3,29336
12.61,8.611,-49.3,29344
12.6,8.562,-49.2,29352
12.59,8.556,-49.2,29353
12.58,8.556,-49.2,29359
12.56,8.556,-49.2,29364
12.55,8.523,-49.2,29380
12.54,8.512,-49.2,29380
12.53,8.495,-49.1,29386
12.52,8.504,-49.1,29390
12.51,8.511,-49,29396
12.5,8.52,-49,29409
12.48,8.521,-48.9,29408
12.47,8.508,-48.8,29409
12.46,8.504,-48.8,29419
12.45,8.475,-48.7,29433
12.44,8.498,-48.6,29433
12.43,8.506,-48.6,29446
12.42,8.571,-48.5,29447
12.41,8.587,-48.5,29451
12.4,8.521,-48.5,29453
12.39,8.5,-48.4,29456
12.38,8.499,-48.4,29468
12.37,8.581,-48.4,29473
12.36,8.65,-48.3,29478
12.35,8.677,-48.3,29478
12.34,8.672,-48.2,29484
12.33,8.549,-48.1,29491
12.31,8.424,-48.1,29498
12.3,8.369,-48,29511
12.29,8.357,-48,29513
12.28,8.361,-47.9,29524
12.27,8.364,-47.8,29528
12.25,8.364,-47.8,29530
12.24,8.364,-47.7,29536
12.23,8.398,-47.7,29542
12.22,8.451,-47.7,29550
12.21,8.475,-47.6,29556
12.2,8.475,-47.6,29563
12.19,8.476,-47.6,29570
12.17,8.476,-47.6,29567
12.16,8.484,-47.6,29581
12.15,8.491,-47.6,29594
12.14,8.492,-47.6,29596
12.13,8.512,-47.6,29600
12.12,8.548,-47.6,29603
12.11,8.586,-47.6,29610
12.1,8.63,-47.7,29622
12.09,8.664,-47.7,29618
12.08,8.691,-47.7,29624
12.07,8.701,-47.7,29637
12.06,8.695,-47.7,29639
12.05,8.659,-47.7,29639
12.04,8.606,-47.8,29652
12.03,8.59,-47.8,29656
12.02,8.56,-47.7,29659
12.01,8.504,-47.7,29671
12,8.503,-47.7,29670
11.99,8.501,-47.7,29678
11.97,8.494,-47.7,29681
11.96,8.475,-47.7,29687
11.95,8.447,-47.7,29699
11.94,8.421,-47.6,29704
11.92,8.39,-47.6,29711
11.91,8.39,-47.6,29722
11.9,8.39,-47.6,29729
11.89,8.39,-47.6,29730
11.88,8.391,-47.6,29742
11.87,8.392,-47.5,29747
11.86,8.394,-47.5,29750
11.85,8.402,-47.5,29759
11.84,8.408,-47.5,29760
11.83,8.424,-47.4,29755
11.82,8.421,-47.4,29766
11.81,8.404,-47.4,29773
11.8,8.402,-47.4,29779
11.79,8.405,-47.4,29782
11.78,8.41,-47.4,29793
11.77,8.441,-47.4,29800
11.76,8.459,-47.4,29805
11.75,8.488,-47.4,29810
11.73,8.517,-47.4,29816
11.72,8.542,-47.5,29826
11.71,8.542,-47.5,29834
11.7,8.545,-47.5,29840
11.68,8.554,-47.5,29841
11.67,8.554,-47.5,29855
11.66,8.554,-47.5,29869
11.65,8.554,-47.5,29863
11.64,8.554,-47.5,29867
11.63,8.551,-47.5,29871
11.62,8.547,-47.5,29885
11.6,8.538,-47.5,29894
11.59,8.538,-47.5,29904
11.58,8.525,-47.4,29907
11.57,8.524,-47.4,29911
11.56,8.456,-47.4,29922
11.55,8.439,-47.4,29922
11.54,8.407,-47.3,29924
11.53,8.404,-47.3,29930
11.52,8.405,-47.3,29937
11.51,8.405,-47.3,29944
11.5,8.406,-47.2,29951
11.49,8.406,-47.2,29958
11.48,8.406,-47.2,29961
11.47,8.407,-47.1,29966
11.46,8.404,-47.1,29977
11.44,8.391,-47,29983
11.43,8.363,-47,29997
11.42,8.355,-47,30003
11.41,8.355,-46.9,30001
11.4,8.355,-46.9,30009
11.39,8.356,-46.9,30016
11.38,8.344,-46.9,30022
11.37,8.34,-46.9,30028
11.36,8.34,-46.9,30035
11.35,8.34,-47,30041
11.34,8.332,-47,30044
11.33,8.296,-47,30052
11.32,8.288,-47,30060
11.31,8.285,-47.1,30064
11.3,8.281,-47.1,30065
11.29,8.281,-47.1,30074
11.28,8.283,-47.1,30083
11.27,8.285,-47.1,30091
11.26,8.287,-47.1,30092
11.25,8.286,-47.1,30093
11.24,8.283,-47.1,30103
11.24,8.231,-47.1,30101
11.23,8.171,-47,30106
11.22,8.155,-47,30113
11.21,8.153,-47,30126
11.2,8.152,-47,30132
11.19,8.153,-47,30137
11.18,8.144,-47,30138
11.17,8.119,-47,30148
11.16,8.099,-47,30153
11.15,8.084,-46.9,30156
11.14,8.069,-46.9,30163
11.13,8.061,-46.9,30161
11.12,8.054,-46.9,30169
11.11,8.047,-46.8,30179
11.11,8.027,-46.8,30183
11.1,8.015,-46.8,30185
11.09,8.015,-46.8,30194
11.07,8.015,-46.8,30199
11.06,8.013,-46.8,30207
11.05,8.006,-46.9,30218
11.04,8.001,-46.9,30219
11.03,8,-46.9,30231
11.02,7.998,-46.9,30231
11.01,7.999,-46.9,30236
11,8.005,-46.9,30249
10.99,8.01,-47,30247
10.98,8,-47,30253
10.97,7.998,-47,30261
10.96,7.999,-47,30270
10.95,7.984,-47,30269
10.94,7.925,-47,30280
10.94,7.923,-47,30294
10.93,7.922,-47.1,30291
10.92,7.916,-47.1,30291
10.91,7.897,-47.1,30299
10.9,7.887,-47.1,30307
10.89,7.849,-47.1,30308
10.88,7.842,-47.1,30316
10.87,7.799,-47.1,30322
10.86,7.765,-47.1,30332
10.85,7.753,-47,30339
10.84,7.745,-47,30343
10.83,7.73,-47,30349
10.83,7.683,-46.9,30352
10.82,7.683,-46.9,30356
10.81,7.683,-46.8,30358
10.8,7.688,-46.8,30365
10.79,7.688,-46.8,30369
10.78,7.683,-46.7,30380
10.77,7.681,-46.7,30387
10.76,7.636,-46.6,30394
10.75,7.638,-46.6,30399
10.74,7.635,-46.6,30395
10.73,7.628,-46.6,30409
10.72,7.625,-46.5,30417
10.71,7.622,-46.5,30417
10.7,7.622,-46.5,30427
10.7,7.622,-46.5,30432
10.69,7.622,-46.5,30446
10.68,7.622,-46.6,30440
10.67,7.622,-46.6,30444
10.66,7.605,-46.6,30450
10.65,7.603,-46.6,30460
10.65,7.603,-46.7,30465
10.64,7.603,-46.7,30469
10.63,7.584,-46.7,30473
10.62,7.562,-46.7,30471
10.61,7.514,-46.7,30482
10.6,7.503,-46.7,30495
10.59,7.503,-46.7,30500
10.58,7.503,-46.7,30498
10.57,7.503,-46.7,30511
10.57,7.489,-46.7,30515
10.56,7.464,-46.7,30516
10.55,7.459,-46.7,30526
10.54,7.403,-46.7,30529
10.54,7.376,-46.7,30527
10.53,7.365,-46.7,30525
10.52,7.351,-46.6,30541
10.51,7.309,-46.6,30547
10.5,7.289,-46.6,30554
10.49,7.288,-46.6,30561
10.48,7.287,-46.6,30567
10.47,7.285,-46.6,30574
10.46,7.284,-46.6,30581
10.45,7.283,-46.6,30583
10.44,7.283,-46.6,30586
10.44,7.283,-46.5,30598
10.43,7.279,-46.5,30601
10.42,7.275,-46.5,30604
10.41,7.272,-46.5,30609
10.4,7.27,-46.5,30615
10.39,7.27,-46.4,30621
10.38,7.269,-46.4,30626
10.37,7.269,-46.4,30632
10.36,7.268,-46.4,30642
10.35,7.268,-46.4,30657
10.34,7.263,-46.4,30658
10.33,7.253,-46.4,30659
10.33,7.245,-46.4,30664
10.32,7.235,-46.4,30666
10.31,7.226,-46.4,30672
10.31,7.224,-46.4,30678
10.3,7.224,-46.4,30685
10.29,7.224,-46.4,30691
10.28,7.224,-46.4,30697
10.28,7.224,-46.4,30690
10.27,7.223,-46.4,30697
10.26,7.22,-46.4,30699
10.25,7.205,-46.4,30712
10.24,7.184,-46.4,30726
10.23,7.189,-46.4,30725
10.22,7.214,-46.4,30731
10.22,7.217,-46.4,30735
10.21,7.206,-46.5,30741
10.2,7.162,-46.5,30747
10.19,7.162,-46.5,30753
10.18,7.162,-46.5,30758
10.17,7.162,-46.6,30764
10.16,7.162,-46.6,30770
10.15,7.162,-46.6,30776
10.15,7.162,-46.7,30783
10.14,7.162,-46.7,30787
10.13,7.162,-46.7,30787
10.12,7.163,-46.7,30804
10.11,7.159,-46.7,30806
10.1,7.142,-46.7,30810
10.1,7.126,-46.8,30815
10.09,7.109,-46.8,30819
10.08,7.092,-46.8,30823
10.07,7.075,-46.7,30828
10.07,7.058,-46.7,30832
10.06,7.041,-46.7,30836
10.05,7.025,-46.7,30843
10.04,7.019,-46.6,30847
10.04,7.019,-46.6,30858
10.03,7.019,-46.6,30861
10.02,7.017,-46.5,30864
10.01,7.016,-46.5,30868
10.01,7.014,-46.4,30871
10,7.013,-46.4,30874
9.99,7.012,-46.3,30888
9.98,7.019,-46.3,30892
9.97,7.013,-46.3,30900
9.96,7.025,-46.2,30897
9.96,7.027,-46.2,30902
9.95,7.064,-46.1,30913
9.94,7.069,-46.1,30927
9.93,7.043,-46.1,30925
9.93,7.03,-46,30929
9.92,7.029,-46,30929
9.91,6.989,-46,30937
9.9,6.953,-46,30932
9.89,6.947,-46,30945
9.88,6.948,-46,30953
9.88,6.946,-46,30963
9.87,6.945,-46,30972
9.86,6.946,-46,30978
9.85,6.946,-46,30985
9.84,6.969,-46,30989
