GPHeight,Pressure,O3PartialPressure,Temperature
29700,12.08263157894737,9.014684210526315,-54.57368421052632
29800,11.888,8.9422,-55.61
29900,11.70153846153846,8.618538461538462,-56.1
30000,11.515333333333333,8.377,-56.2
30100,11.34,8.229,-56.4
30200,11.163333333333334,8.055333333333333,-56.3
30300,10.983846153846153,8.966153846153846,-56.5
30400,10.81,8.124,-57.0
30500,10.642857142857144,7.67,-56.4
30600,10.482222222222223,7.453111111111111,-56.67777777777778
30700,10.315000000000001,7.3004999999999995,-56.7
30800,10.14875,7.239,-56.2
30900,9.9875,7.163,-56.2
31000,9.841,7.0299000000000005,-56.2
31100,9.684999999999999,6.8895,-56.7
31200,9.530999999999999,6.7037,-57.2
